unique identifier,Budget Year,Account Type,Department,Unit,Child Fund,Amount
301,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,98677
302,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,817704
303,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,1580
304,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,4013
305,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,1236
306,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,1000
307,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,38180
308,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,10340
309,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,3000
310,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,2591
311,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,1058
312,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,275000
313,2011-07-01,Expense,City Administrator,02111 - City Administrator: Administration,1010 - General Fund: General Purpose,203660
314,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,96535
315,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,4200
316,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,26675
317,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,29090
318,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,42545
319,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,1600
320,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,11850
321,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,1150
322,2011-07-01,Expense,City Administrator,02121 - Equal Access,1010 - General Fund: General Purpose,15900
323,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,179947
324,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,49723
325,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,54225
326,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,79305
327,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,2320
328,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,650
329,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,4959
330,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,310
331,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,41
332,2011-07-01,Expense,City Administrator,02211 - Citizens' Police Review Board,1010 - General Fund: General Purpose,10890
333,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,202354
334,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,55915
335,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,60977
336,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,89180
337,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,420
338,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,930
339,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,190
340,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,1010
341,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,30
342,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,1000
343,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,90
344,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,2580
345,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,200
346,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,180
347,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,4790
348,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,2000
349,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,2400
350,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,560
351,2011-07-01,Expense,City Administrator,02311 - Equal Opportunity Programs,1010 - General Fund: General Purpose,50
352,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,90928
353,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,1764
354,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,25125
355,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,27400
356,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,40073
357,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,1810
358,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,500
359,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,50
360,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,140
361,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,150
362,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,800
363,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,20
364,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,1710
365,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,2100
366,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,1000
367,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,76400
368,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,2700
369,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,100
370,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,290
371,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,5430
372,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,250
373,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,170
374,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,2020
375,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,1000
376,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,290
377,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,3000
378,2011-07-01,Expense,City Administrator,02511 - ADA Programs,1010 - General Fund: General Purpose,3020
379,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,70564
380,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,19498
381,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,21264
382,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,31098
383,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,1600
384,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,1000
385,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,5000
386,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,2000
387,2011-07-01,Expense,City Administrator,02711 - Public Ethics,1010 - General Fund: General Purpose,700
388,2011-07-01,Expense,City Administrator,02811 - Budget Division,1010 - General Fund: General Purpose,226712
389,2011-07-01,Expense,City Administrator,02811 - Budget Division,1010 - General Fund: General Purpose,2100
390,2011-07-01,Expense,City Administrator,02811 - Budget Division,1010 - General Fund: General Purpose,59392
391,2011-07-01,Expense,City Administrator,02811 - Budget Division,1010 - General Fund: General Purpose,64768
392,2011-07-01,Expense,City Administrator,02811 - Budget Division,1010 - General Fund: General Purpose,95552
393,2011-07-01,Expense,City Administrator,02811 - Budget Division,1010 - General Fund: General Purpose,442
394,2011-07-01,Expense,City Administrator,02811 - Budget Division,1010 - General Fund: General Purpose,69809
395,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,153972
396,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,97976
397,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,75714
398,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,31044
399,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,11570
400,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,2100
401,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,1170
402,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,8578
403,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,20923
404,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,27074
405,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,42547
406,2011-07-01,Expense,City Clerk,03121 - City Clerk,1010 - General Fund: General Purpose,9355
